name,website,hq_country,hq_city,founded,category,subsector,modality,company_type,status,description,notes
Wells Fargo (Quantum),https://www.wellsfargo.com,United States,"San Francisco, CA",,"Applications, Consulting & Services",Quantum algorithms for finance,,other,active,"Wells Fargo developers built quantum finance algorithms with IBM, among US bank quantum innovators.",Ranked 4th in Finance Quantum Innovation Leaders.
XtalPi (晶泰科技),https://www.xtalpi.com,China,Shenzhen,2015,"Applications, Consulting & Services",AI/quantum-driven drug & materials discovery,,public-company,active,AI- and quantum-physics-driven drug discovery and materials R&D platform.,"Founded 2015 by MIT physics postdocs Wen Shuhao, Ma Jian, Lai Lipeng; HQ Shenzhen. Listed on HKEX (2228.HK) June 2024."
Anaqor / PlanQK,https://www.anaqor.io,Germany,Berlin,2021,Cloud & Access Platforms,Marketplace/platform,,startup,acquired,PlanQK quantum application marketplace and platform; community-powered quantum services.,PlanQK platform acquired by Kipu Quantum (July 2024); Anaqor AG was the original developer.
Aqora,https://aqora.io/,France,Paris,2023,Cloud & Access Platforms,"Datasets, benchmarks & competitions platform",,startup,active,"Platform hosting quantum datasets, benchmarks and use-case challenges for reproducible quantum research.",QuIC member; grew out of QuantX (Ecole Polytechnique alumni) hackathons.
EPB Quantum,https://quantum.epb.com/,United States,"Chattanooga, Tennessee",2022,Cloud & Access Platforms,Quantum computing & networking hub,,other,active,Utility-operated commercial quantum computing and networking hub (with IonQ) offering access to quantum resources.,QED-C member; first US commercial quantum network (2022). Hosts IonQ Forte Enterprise.
Exaion,https://exaion.com/,France,Croissy-Beaubourg,2020,Cloud & Access Platforms,HPC & quantum cloud access,,big-tech-division,active,EDF Group subsidiary providing decarbonized HPC and quantum cloud access (hosts Quandela hardware).,Partners with Quandela and Pasqal; data centers in France and Canada. MARA Holdings took majority stake.
Fixstars Amplify,https://amplify.fixstars.com/en/,Japan,Tokyo,2021,Cloud & Access Platforms,Annealing optimization cloud,,scaleup,active,Cloud platform and SDK aggregating Ising/annealing machines for combinatorial optimization.,"Subsidiary of Fixstars Corp.; 1,000+ organizations and 100M+ executions reported (2025-2026)."
Groovenauts,https://www.magellanic-clouds.com/blocks/en/,Japan,Fukuoka,2011,Cloud & Access Platforms,AI + quantum no-code cloud,,startup,active,MAGELLAN BLOCKS no-code cloud delivering AI and quantum-annealing (D-Wave) optimization for commercial use.,HQ corrected to Fukuoka; founded 2011 (not 2013). MUFG Bank acquired ~18% stake; part of Magellanic Clouds group.
Korea Quantum Computing (KQC),https://www.kqchub.com/en/,South Korea,Seoul,2022,Cloud & Access Platforms,Quantum + AI access hub,,startup,active,IBM Quantum Innovation Center providing cloud quantum and AI (watsonx) access; deploying IBM Quantum System Two in Busan.,Operating as IBM Quantum Innovation Center since 2022; offices in Seoul and Busan; System Two deployment planned by ~2028.
ParTec,https://par-tec.com,Germany,Munich,1999,Cloud & Access Platforms,Quantum-HPC integration,,public-company,active,Sovereign HPC-quantum integration; modular supercomputing software and full quantum-system integration.,"Listed (ISIN DE000A3E5A34); partners with NVIDIA, Juelich, Quantum Machines."
Qapitan,https://qapitan.com,Spain,Barcelona,2020,Cloud & Access Platforms,Quantum API marketplace,,startup,uncertain,Qubit-agnostic API marketplace/gateway connecting users to simulators and quantum hardware via RESTful APIs.,"Founded by Sergio Gago, run ~2020-2022, then 'sold'; Gago moved to Moody's. Current operating status and website unclear; likely dormant/wound down."
qBraid,https://www.qbraid.com,United States,"Chicago, IL",2020,Cloud & Access Platforms,Quantum cloud development platform,,startup,active,Cloud platform giving unified access to 30+ quantum devices and cross-framework SDK conversion; quantum dev environment.,"HQ confirmed at 111 S Wacker Drive, Chicago. Founded 2020 by Kanav Setia et al.; Duality alumnus."
QCentroid,https://qcentroid.xyz,Spain,Bilbao,2022,Cloud & Access Platforms,Quantum-as-a-Service marketplace / orchestration,,startup,active,"Vendor-neutral Quantum-as-a-Service platform and marketplace to build, benchmark and deploy quantum solvers.",Founded 2022; partnered with Kipu Quantum.
QMware,https://qm-ware.com,Austria,Vienna,2019,Cloud & Access Platforms,Hybrid cloud,,startup,active,"Hybrid quantum cloud platform merging HPC, GPU and virtual/native quantum processors.","JV of Terra Quantum (CH) and Novarion (AT); some sources place HQ in Switzerland (Rorschach/St. Gallen). Offices in Vienna, Munich, St. Gallen."
Qnow,https://qnow.tech/,Brazil,Sao Paulo,2022,Cloud & Access Platforms,Quantum-as-a-Service,,startup,active,"Quantum-as-a-Service (QaaS) platform with AI agents for finance, pharma, cybersecurity, materials and education.",Brazilian QaaS startup; QURECA education alliance July 2025. Canonical site is qnow.tech (record's .com.br was incorrect/unreachable).
QodeX Quantum,https://www.qodexquantum.ai,United States,Chicago,2025,Cloud & Access Platforms,Platform / quantum AI,,startup,active,"Platform for quantum-native AI models, training and enterprise deployment at scale.",IBM Ventures-backed; site qodexquantum.ai (corrected from .com).
QuantumBasel,https://www.quantumbasel.com,Switzerland,Arlesheim,2022,Cloud & Access Platforms,Access hub,,other,active,"Commercial quantum and AI hub offering access to IBM, D-Wave and IonQ systems plus expertise.","Part of uptownBasel, located in Arlesheim."
Qubrid AI,https://www.qubrid.com,United States,"McLean, Virginia",2023,Cloud & Access Platforms,Hybrid cloud platform,,startup,active,"Hybrid GPU/QPU and AI cloud platform for development, simulation and deployment.",HQ McLean VA (corrected from Ashburn); now heavily GPU/AI-focused with quantum simulation access.
QuTwo,https://qutwo.com/,Finland,Helsinki,2026,Cloud & Access Platforms,Hybrid quantum-classical OS,,startup,active,"QuTwo OS orchestration layer routing enterprise workloads across classical, quantum-inspired and quantum hardware.",Launched early 2026 by Silo AI founder Peter Sarlin with IQM co-founder Kuan Yen Tan; raised EUR 25M angel round at ~EUR 325M (~$380M) valuation.
Strangeworks,https://strangeworks.com,United States,"Austin, TX",2018,Cloud & Access Platforms,Multi-vendor aggregation platform,,startup,active,"Vendor-neutral platform aggregating QPU/HPC access, orchestration and solver management across multiple backends.",Founded by William 'whurley' Hurley. Acquired Quantagonia (Aug 2025). Some sources list founding as 2017-2018.
SuperQ Quantum Computing,https://www.superq.co,Canada,Calgary,2021,Cloud & Access Platforms,Hybrid quantum/HPC access platform,,public-company,active,"Calgary firm whose 'Super' platform unifies quantum annealing, gate-based QC and HPC behind a chat-style interface.","Canonical site is superq.co (not superqcomputing.com). Incorporated 2021; publicly traded on CSE (QBTQ). Aggregates third-party backends rather than building qubits, so categorized as a platform."
Active Technologies,https://www.activetechnologies.it,Italy,Ferrara,2003,Components & Enabling Technologies,AWG / control electronics,,other,active,Arbitrary waveform and pulse generators and high-speed instrumentation for quantum control.,University of Ferrara spinout; founded 2003 (corrected from 2006).
Advent Diamond,https://adventdiamond.com/,United States,"Scottsdale, Arizona",2018,Components & Enabling Technologies,Diamond materials & devices,,national-lab-or-spinout,active,"Grows precision-doped diamond wafers and diamond electronics/detectors for power, sensing and quantum applications.","Arizona State University spinout; QED-C member. Backed by DOE, NSF, ASU; products nanoC and PQuantum Diamond."
Aeluma,https://www.aeluma.com,United States,"Goleta, California",2019,Components & Enabling Technologies,Semiconductor / photonic components,photonic,public-company,active,"Compound-semiconductor photonic and sensing devices on silicon for quantum, AI and comms.",NASDAQ: ALMU (corrected from AELU); founded 2019 (corrected from 2017).
AEPONYX,https://www.aeponyx.com/,Canada,Montreal,2012,Components & Enabling Technologies,Silicon-nitride photonic ICs / MEMS,,startup,acquired,Silicon-nitride/MEMS photonic integrated circuits; acquired by Pasqal to support neutral-atom laser systems.,"Montreal, QC; founded 2012 (corrected from 2011); acquired by Pasqal in June 2025."
Akhetonics,https://www.akhetonics.com,Germany,Berlin,2021,Components & Enabling Technologies,Photonic chips,photonic,startup,active,All-optical general-purpose photonic processor and reconfigurable optical computing components.,
Alpes Lasers,https://www.alpeslasers.ch,Switzerland,Saint-Blaise,1998,Components & Enabling Technologies,Lasers,,other,active,Quantum cascade lasers (QCLs) for sensing and spectroscopy applications.,University of Neuchatel spinout; controlled by Elbit Systems.
Aluvia Photonics,https://www.aluviaphotonics.com,Netherlands,Enschede,2022,Components & Enabling Technologies,Photonic integrated circuits,photonic,startup,active,Aluminum-oxide photonic integrated circuits for visible/UV-light and quantum photonics.,University of Twente spinout (2022); AlOx PIC platform with UV transmission.
American Magnetics,https://www.americanmagnetics.com,United States,"Oak Ridge, Tennessee",1968,Components & Enabling Technologies,Superconducting magnets,,other,active,Superconducting magnet systems and power supplies for cryogenic and quantum research.,
AmpliTech Group,https://amplitechinc.com,United States,"Bohemia, New York",2002,Components & Enabling Technologies,RF amplifiers / components,,public-company,active,"Low-noise amplifiers and RF/microwave components for quantum, satcom and 5G/6G.",NASDAQ: AMPG; founded 2002 (corrected from 2010).
Analog Devices,https://www.analog.com,United States,"Wilmington, Massachusetts",1965,Components & Enabling Technologies,Precision analog / control electronics,,public-company,active,"Precision analog, RF and data-converter components used in quantum control electronics.",NASDAQ: ADI.
Analog Quantum Circuits,https://www.aqcircuits.com,Australia,Brisbane,2022,Components & Enabling Technologies,superconducting components,superconducting,startup,active,"Develops superconducting microwave components (circulators, amplifiers) to scale superconducting quantum computers.","UQ spinout (Tom Stace, Arkady Fedorov), founded 2022. Raised A$3M from Uniseed."
AnaPico,https://www.anapico.com,Switzerland,Glattbrugg,2005,Components & Enabling Technologies,Control electronics,,other,acquired,RF/microwave signal generators and phase-noise analyzers for quantum and test applications.,Acquired by Keysight Technologies in 2024.
AnharmoniQ,,United States,Chicago,2024,Components & Enabling Technologies,Quantum hardware infrastructure,superconducting,startup,uncertain,Builds critical hardware infrastructure for scaling large-scale superconducting quantum computers.,"No confirmed website found. Selected for inaugural Alchemist Chicago cohort (Oct 2025) via Duality; backed by UChicago Polsky Center, IBM. Verify homepage before publishing."
